id_product,brand,model,product_code,price
17,Desconhecida,macbook air m4 16gb ram,p_25d6a41b5fe526a8e736,226.35333333333332
16,LG,ultragear 27””,p_4ff963e81972012a522f,760.8666666666667
4,Desconhecida,Nintendo Switch OLED.,p_9078d7514a7785243e73,1315.285
11,Apple,Watch SE GPS,p_cff05cc2ba951f6014e7,1348.95
12,Desconhecida,JBL Boombox 3,p_fba3c3388fed710c1b35,1419.0816666666667
